Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,04/30/2018,"SHELL Service Station HOMER GLEN IL  013364  04/30",-58.56,DEBIT_CARD,5696.78,,
DEBIT,04/30/2018,"Online Transfer to CHK ...3679 transaction#: 7107313887 04/30",-10000.00,ACCT_XFER,5755.34,,
DEBIT,04/30/2018,"POPS ITALIAN BEEF LOCKPORT IL                04/28",-5.33,DEBIT_CARD,15755.34,,
DEBIT,04/30/2018,"JIMMY JOHNS # 533 DEERFIELD IL               04/27",-6.59,DEBIT_CARD,15760.67,,
DSLIP,04/30/2018,"REMOTE ONLINE DEPOSIT #          1",1696.73,CHECK_DEPOSIT,15767.26,1,
DEBIT,04/27/2018,"OPTICS PLANET INC 888-563-0356 IL            04/26",-238.22,DEBIT_CARD,14070.53,,
DEBIT,04/26/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        04/25",-20.00,DEBIT_CARD,14308.75,,
DEBIT,04/26/2018,"MGSG INC NORTHBROOK IL                       04/26",-28.70,DEBIT_CARD,14328.75,,
DEBIT,04/26/2018,"JIMMY JOHNS # 533 DEERFIELD IL               04/25",-8.46,DEBIT_CARD,14357.45,,
DEBIT,04/23/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        04/21",-20.00,DEBIT_CARD,14365.91,,
DEBIT,04/23/2018,"WENDY'S 8949 HOMER GLEN IL                   04/22",-4.32,DEBIT_CARD,14385.91,,
DEBIT,04/23/2018,"TM * 800-653-8000 CA                         04/23",-108.33,DEBIT_CARD,14390.23,,
DEBIT,04/23/2018,"SHELL Service Station ORLAND PARK IL 091705  04/22",-49.67,DEBIT_CARD,14498.56,,
DEBIT,04/23/2018,"MEIJER # 219 14169 S B HOMER GLEN IL 818395  04/22",-18.58,DEBIT_CARD,14548.23,,
DEBIT,04/23/2018,"JIFFY LUBE #303 HOMER GLEN IL                04/22",-96.86,DEBIT_CARD,14566.81,,
DEBIT,04/23/2018,"H&M ORLAND PARK IL                   287497  04/21",-81.14,DEBIT_CARD,14663.67,,
DEBIT,04/23/2018,"ORLAND PARK CINEMAS-23 ORLAND PARK IL        04/21",-10.00,DEBIT_CARD,14744.81,,
DEBIT,04/23/2018,"JIMMY JOHNS # 533 DEERFIELD IL               04/20",-8.46,DEBIT_CARD,14754.81,,
DEBIT,04/19/2018,"BP#9109927WILLO NORTHBROOK IL                04/19",-9.84,DEBIT_CARD,14763.27,,
DEBIT,04/19/2018,"WENDY'S 8949 HOMER GLEN IL                   04/18",-4.32,DEBIT_CARD,14773.11,,
DEBIT,04/19/2018,"JIMMY JOHNS # 533 DEERFIELD IL               04/18",-8.46,DEBIT_CARD,14777.43,,
DEBIT,04/18/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        04/17",-20.00,DEBIT_CARD,14785.89,,
DEBIT,04/18/2018,"SHELL Service Station HOMER GLEN IL  035652  04/17",-24.88,DEBIT_CARD,14805.89,,
DEBIT,04/18/2018,"WENDY'S 8949 HOMER GLEN IL                   04/17",-4.32,DEBIT_CARD,14830.77,,
DEBIT,04/17/2018,"ROBINHOOD (CRFN) ACH        20180414012852  WEB ID: 1000101344",-5000.00,ACH_DEBIT,14835.09,,
DEBIT,04/17/2018,"JIMMY JOHNS # 533 DEERFIELD IL               04/16",-8.46,DEBIT_CARD,19835.09,,
DEBIT,04/16/2018,"KROGER FUEL CTR 1550 E NORMAL IL     563555  04/15",-39.60,DEBIT_CARD,19843.55,,
DEBIT,04/16/2018,"ACE HARDWARE NORMAL IL                       04/15",-11.28,DEBIT_CARD,19883.15,,
DEBIT,04/16/2018,"WINDY CITY WEINERS NRM NORMAL IL             04/15",-14.82,DEBIT_CARD,19894.43,,
DEBIT,04/16/2018,"MCDONALD'S  F5716 NORMAL IL                  04/14",-11.93,DEBIT_CARD,19909.25,,
DEBIT,04/16/2018,"D.P. DOUGH NORMAL IL                         04/14",-8.75,DEBIT_CARD,19921.18,,
DSLIP,04/16/2018,"REMOTE ONLINE DEPOSIT #          1",1696.72,CHECK_DEPOSIT,19929.93,1,
DEBIT,04/13/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        04/12",-20.00,DEBIT_CARD,18233.21,,
DEBIT,04/13/2018,"SHELL Service Station HOMER GLEN IL  004815  04/13",-29.08,DEBIT_CARD,18253.21,,
DEBIT,04/11/2018,"SHELL Service Station HOMER GLEN IL  023806  04/11",-21.22,DEBIT_CARD,18282.29,,
DEBIT,04/10/2018,"IL DEPT OF REVEN EDI PYMNTS 18IEF000320999  WEB ID: 5555566257",-322.00,ACH_DEBIT,18303.51,,
DEBIT,04/09/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        04/07",-20.00,DEBIT_CARD,18625.51,,
DEBIT,04/09/2018,"KROGER FUEL CTR 1550 E NORMAL IL     646422  04/09",-39.72,DEBIT_CARD,18645.51,,
DEBIT,04/09/2018,"THE HOME DEPOT #1989 HOMER GLEN IL   377192  04/08",-20.46,DEBIT_CARD,18685.23,,
DEBIT,04/09/2018,"L2G*SERVICE FEE 888-658-5465 MD              04/08",-20.49,DEBIT_CARD,18705.69,,
DEBIT,04/09/2018,"L2G*US TREAS TAX PYMT 888-658-5465 MD        04/08",-823.00,DEBIT_CARD,18726.18,,
DEBIT,04/09/2018,"INTUIT *TURBOTAX 800-446-8848 CA             04/07",-119.98,DEBIT_CARD,19549.18,,
DEBIT,04/09/2018,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/07",-48.98,DEBIT_CARD,19669.16,,
DEBIT,04/09/2018,"Amazon.com AMZN.COM/BILL WA                  04/08",-38.00,DEBIT_CARD,19718.14,,
DEBIT,04/09/2018,"OPTICS PLANET INC 888-563-0356 IL            04/06",-40.12,DEBIT_CARD,19756.14,,
DEBIT,04/06/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        04/04",-20.00,DEBIT_CARD,19796.26,,
DEBIT,04/06/2018,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/06",-27.99,DEBIT_CARD,19816.26,,
DEBIT,04/06/2018,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/06",-12.63,DEBIT_CARD,19844.25,,
DEBIT,04/04/2018,"SHELL Service Station HOMER GLEN IL  023356  04/04",-39.96,DEBIT_CARD,19856.88,,
DEBIT,04/03/2018,"OPTICS PLANET INC 888-563-0356 IL            04/02",-202.87,DEBIT_CARD,19896.84,,
DEBIT,04/02/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        03/30",-20.00,DEBIT_CARD,20099.71,,
DEBIT,04/02/2018,"SCHWAB BROKERAGE MONEYLINK                  PPD ID: 9005586224",-50.00,ACH_DEBIT,20119.71,,
DEBIT,04/02/2018,"SHELL Service Station HOMER GLEN IL  026628  04/01",-46.20,DEBIT_CARD,20169.71,,
DEBIT,03/30/2018,"Spotify USA 646-8375380 NY                   03/30",-4.99,DEBIT_CARD,20215.91,,
DEBIT,03/29/2018,"Netflix.com netflix.com CA                   03/28",-10.99,DEBIT_CARD,20220.90,,
DEBIT,03/28/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        03/27",-20.00,DEBIT_CARD,20231.89,,
DEBIT,03/28/2018,"SHELL Service Station HOMER GLEN IL  057964  03/27",-41.32,DEBIT_CARD,20251.89,,
DEBIT,03/26/2018,"MICROSOFT   *XBOXLIVE 800-642-7676 WA        03/23",-59.99,DEBIT_CARD,20293.21,,
DEBIT,03/26/2018,"SHELL Service Station HOMER GLEN IL  099207  03/25",-17.19,DEBIT_CARD,20353.20,,
