Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,08/06/2018,"PP*METALMONKEY ROMEOVILLE IL                 08/04",-7.00,DEBIT_CARD,2168.96,,
DEBIT,08/06/2018,"LINCOLN HALL TICKETS 773-525-2501 IL         08/03",-120.00,DEBIT_CARD,2175.96,,
DEBIT,08/03/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        08/02",-20.00,DEBIT_CARD,2295.96,,
DEBIT,08/03/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        08/02",-20.00,DEBIT_CARD,2315.96,,
CREDIT,08/03/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.72,ACH_CREDIT,2335.96,,
DEBIT,08/01/2018,"SCHWAB BROKERAGE MONEYLINK                  PPD ID: 9005586224",-2000.00,ACH_DEBIT,639.24,,
DEBIT,08/01/2018,"QuickPay with Zelle payment to landlord 7364592825",-38.43,QUICKPAY_DEBIT,2639.24,,
DEBIT,07/31/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/31",-20.00,DEBIT_CARD,2677.67,,
DEBIT,07/31/2018,"SHELL Service Station LOCKPORT IL    024352  07/31",-43.10,DEBIT_CARD,2697.67,,
DEBIT,07/30/2018,"Netflix.com netflix.com CA                   07/28",-10.99,DEBIT_CARD,2740.77,,
DEBIT,07/30/2018,"WM SUPERC Wal-Mart Sup LOCKPORT IL           07/29",-38.67,DEBIT_CARD,2751.76,,
DEBIT,07/30/2018,"CHISOX BAR & GRILL CHICAGO IL                07/28",-111.00,DEBIT_CARD,2790.43,,
DEBIT,07/30/2018,"QuickPay with Zelle payment to landlord 7351170662",-725.00,QUICKPAY_DEBIT,2901.43,,
DEBIT,07/30/2018,"EMBERS LOCKPORT IL                           07/28",-10.00,DEBIT_CARD,3626.43,,
DEBIT,07/27/2018,"SHELL Service Station LOCKPORT IL    099238  07/27",-43.33,DEBIT_CARD,3636.43,,
DEBIT,07/27/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        07/26",-17.02,DEBIT_CARD,3679.76,,
DEBIT,07/26/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/25",-20.00,DEBIT_CARD,3696.78,,
DEBIT,07/26/2018,"JIMMY JOHNS # 533 DEERFIELD IL               07/25",-8.20,DEBIT_CARD,3716.78,,
DEBIT,07/23/2018,"Spotify USA 646-8375380 NY                   07/23",-14.99,DEBIT_CARD,3724.98,,
DEBIT,07/23/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/20",-20.00,DEBIT_CARD,3739.97,,
DEBIT,07/23/2018,"SHELL Service Station LOCKPORT IL    098299  07/23",-33.23,DEBIT_CARD,3759.97,,
DEBIT,07/23/2018,"SQ *AT EASE CRAFT BEER Homer Glen IL         07/22",-15.00,DEBIT_CARD,3793.20,,
DEBIT,07/23/2018,"WM SUPERC Wal-Mart Sup LOCKPORT IL           07/21",-17.78,DEBIT_CARD,3808.20,,
DEBIT,07/23/2018,"GAMESTOP #6099 159TH S LOCKPORT IL   510049  07/21",-21.59,DEBIT_CARD,3825.98,,
DEBIT,07/23/2018,"JIMMY JOHNS # 533 DEERFIELD IL               07/20",-8.20,DEBIT_CARD,3847.57,,
DEBIT,07/20/2018,"SHELL Service Station LOCKPORT IL    060086  07/20",-39.65,DEBIT_CARD,3855.77,,
DEBIT,07/20/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        07/19",-17.00,DEBIT_CARD,3895.42,,
DEBIT,07/20/2018,"PANDA EXPRESS 691 WHEELING IL                07/19",-11.88,DEBIT_CARD,3912.42,,
CREDIT,07/20/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.73,ACH_CREDIT,3924.30,,
DEBIT,07/18/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/18",-20.00,DEBIT_CARD,2227.57,,
DEBIT,07/17/2018,"BP#8937138ANR PETROLEUM NORTHBROOK IL        07/16",-4.91,DEBIT_CARD,2247.57,,
DEBIT,07/16/2018,"COMCAST CHICAGO 800-COMCAST IL               07/14",-10.99,DEBIT_CARD,2252.48,,
DEBIT,07/16/2018,"SHELL Service Station LOCKPORT IL    050591  07/16",-39.95,DEBIT_CARD,2263.47,,
DEBIT,07/16/2018,"JEWEL-OSCO        3720 LOCKPORT IL   933849  07/16",-76.81,DEBIT_CARD,2303.42,,
DEBIT,07/16/2018,"GRAETERS 60 NORTHBROOK IL                    07/13",-9.90,DEBIT_CARD,2380.23,,
DEBIT,07/16/2018,"VENMO*Riordan Bill NEW YORK CITY NY  457995  07/17",19.75,DEBIT_CARD,2390.13,,
DEBIT,07/16/2018,"TM * 800-653-8000 CA                         07/16",108.33,DEBIT_CARD,2370.38,,
DEBIT,07/13/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/13",-20.00,DEBIT_CARD,2262.05,,
DEBIT,07/13/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        07/12",-20.00,DEBIT_CARD,2282.05,,
DEBIT,07/12/2018,"SHELL Service Station LOCKPORT IL    051754  07/12",-42.44,DEBIT_CARD,2302.05,,
DEBIT,07/11/2018,"WAL-MART #3790 LOCKPORT IL                   07/11",-41.68,DEBIT_CARD,2344.49,,
DEBIT,07/11/2018,"JIMMY JOHNS # 533 DEERFIELD IL               07/10",-8.20,DEBIT_CARD,2386.17,,
DEBIT,07/10/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/10",-20.00,DEBIT_CARD,2394.37,,
DEBIT,07/10/2018,"PANDA EXPRESS 691 WHEELING IL                07/09",-6.88,DEBIT_CARD,2414.37,,
DEBIT,07/09/2018,"WM SUPERC Wal-Mart Sup LOCKPORT IL           07/08",-9.13,DEBIT_CARD,2421.25,,
DEBIT,07/09/2018,"JIFFY LUBE #303 HOMER GLEN IL                07/08",-200.45,DEBIT_CARD,2430.38,,
DEBIT,07/09/2018,"WENDY'S 8949 HOMER GLEN IL                   07/08",-4.32,DEBIT_CARD,2630.83,,
DEBIT,07/09/2018,"TARGET T- 13460 S Arch LEMONT IL             07/07",-17.17,DEBIT_CARD,2635.15,,
DEBIT,07/09/2018,"SPEEDWAY 01420 155 HOMER GLEN IL     515562  07/07",-47.54,DEBIT_CARD,2652.32,,
DEBIT,07/09/2018,"JIMMY JOHNS # 533 DEERFIELD IL               07/06",-8.20,DEBIT_CARD,2699.86,,
DEBIT,07/06/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        07/05",-16.00,DEBIT_CARD,2708.06,,
CREDIT,07/06/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.72,ACH_CREDIT,2724.06,,
DEBIT,07/05/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/04",-20.00,DEBIT_CARD,1027.34,,
DEBIT,07/05/2018,"EMBERS LOCKPORT IL                           07/03",-4.78,DEBIT_CARD,1047.34,,
DEBIT,07/05/2018,"Int'l Rescue Committee 917-3320800 NY        07/03",-100.00,DEBIT_CARD,1052.12,,
DEBIT,07/02/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/29",-20.00,DEBIT_CARD,1152.12,,
DEBIT,07/02/2018,"SCHWAB BROKERAGE MONEYLINK                  PPD ID: 9005586224",-2000.00,ACH_DEBIT,1172.12,,
DEBIT,07/02/2018,"WAL-MART #3790 LOCKPORT IL                   07/02",-64.50,DEBIT_CARD,3172.12,,
DEBIT,07/02/2018,"SPEEDWAY 01420 155 HOMER GLEN IL     766502  07/02",-44.12,DEBIT_CARD,3236.62,,
DEBIT,07/02/2018,"QuickPay with Zelle payment to landlord 7281304205",-725.00,QUICKPAY_DEBIT,3280.74,,
DEBIT,07/02/2018,"HONEYFIELD RESTAURAN LOCKPORT IL             07/01",-12.33,DEBIT_CARD,4005.74,,
DEBIT,07/02/2018,"WM SUPERC Wal-Mart Sup LOCKPORT IL           06/30",-43.28,DEBIT_CARD,4018.07,,
DEBIT,07/02/2018,"CHENCHOS BURRITO HOMER GLEN IL               06/30",-19.97,DEBIT_CARD,4061.35,,
